,Date,Latitude,Longitude,Time difference,Time difference in months,Time difference in weeks,Time difference in hours
792,2020-11-30 04:22:25+00:00,51.514804,-0.080782,0 days 00:05:37,0.0,0.0,0.09361111111111112
793,2020-11-30 04:28:02+00:00,51.509547,-0.076031,0 days 01:06:41,0.0,0.0,1.111388888888889
794,2020-11-30 05:34:43+00:00,51.516934,-0.073543,0 days 00:02:40,0.0,0.0,0.044444444444444446
795,2020-11-30 05:37:23+00:00,51.516934,-0.073543,0 days 00:02:47,0.0,0.0,0.04638888888888889
796,2020-11-30 05:40:10+00:00,51.516934,-0.073543,0 days 00:02:20,0.0,0.0,0.03888888888888889
797,2020-11-30 05:42:30+00:00,51.516934,-0.073543,0 days 02:54:51,0.0,0.0,2.9141666666666666
798,2020-11-30 08:37:21+00:00,51.511053,-0.075722,1 days 16:29:38,0.0328515111695138,0.14285714285714285,40.49388888888889
799,2020-12-02 01:06:59+00:00,51.534382,-0.057321,0 days 05:03:19,0.0,0.0,5.0552777777777775
800,2020-12-02 06:10:18+00:00,51.517149,-0.08776,0 days 02:45:05,0.0,0.0,2.751388888888889
801,2020-12-02 08:55:23+00:00,51.52051,-0.08158,1 days 01:13:19,0.0328515111695138,0.14285714285714285,25.221944444444443
802,2020-12-03 10:08:42+00:00,51.510004,-0.07323,1 days 16:07:06,0.0328515111695138,0.14285714285714285,40.11833333333333
803,2020-12-05 02:15:48+00:00,51.515728,-0.078393,0 days 05:20:56,0.0,0.0,5.348888888888889
805,2020-12-05 07:36:44+00:00,51.513606,-0.083959,0 days 00:22:06,0.0,0.0,0.36833333333333335
806,2020-12-05 07:58:50+00:00,51.522615,-0.077253,0 days 01:49:31,0.0,0.0,1.8252777777777778
807,2020-12-05 09:48:21+00:00,51.522615,-0.077253,0 days 20:08:02,0.0,0.0,20.13388888888889
809,2020-12-06 05:56:23+00:00,51.522615,-0.077253,1 days 01:38:57,0.0328515111695138,0.14285714285714285,25.649166666666666
810,2020-12-07 07:35:20+00:00,51.51265,-0.101452,0 days 00:59:42,0.0,0.0,0.995
811,2020-12-07 08:35:02+00:00,51.514158,-0.100179,0 days 00:28:59,0.0,0.0,0.48305555555555557
812,2020-12-07 09:04:01+00:00,51.514158,-0.100179,1 days 03:51:28,0.0328515111695138,0.14285714285714285,27.857777777777777
813,2020-12-08 12:55:29+00:00,51.506255,-0.074901,0 days 13:49:31,0.0,0.0,13.825277777777778
814,2020-12-09 02:45:00+00:00,51.506255,-0.074901,0 days 02:52:54,0.0,0.0,2.881666666666667
815,2020-12-09 05:37:54+00:00,51.50993,-0.068161,0 days 02:21:05,0.0,0.0,2.3513888888888888
816,2020-12-09 07:58:59+00:00,51.507339,-0.108388,0 days 00:05:28,0.0,0.0,0.09111111111111111
817,2020-12-09 08:04:27+00:00,51.513114,-0.086272,1 days 04:05:23,0.0328515111695138,0.14285714285714285,28.08972222222222
819,2020-12-10 12:09:50+00:00,51.517431,-0.082458,0 days 23:55:51,0.0,0.0,23.930833333333332
821,2020-12-11 12:05:41+00:00,51.509775,-0.085014,0 days 14:36:32,0.0,0.0,14.608888888888888
822,2020-12-12 02:42:13+00:00,51.513377,-0.096363,0 days 08:28:07,0.0,0.0,8.46861111111111
823,2020-12-12 11:10:20+00:00,51.517032,-0.089451,1 days 17:09:46,0.0328515111695138,0.14285714285714285,41.16277777777778
825,2020-12-14 04:20:06+00:00,51.515196,-0.071772,0 days 23:41:22,0.0,0.0,23.689444444444444
826,2020-12-15 04:01:28+00:00,51.512391,-0.093796,0 days 22:46:04,0.0,0.0,22.767777777777777
827,2020-12-16 02:47:32+00:00,51.52181,-0.097929,0 days 07:10:37,0.0,0.0,7.176944444444445
828,2020-12-16 09:58:09+00:00,51.517032,-0.089451,1 days 20:52:28,0.0328515111695138,0.14285714285714285,44.87444444444444
829,2020-12-18 06:50:37+00:00,51.50932,-0.084701,1 days 00:37:13,0.0328515111695138,0.14285714285714285,24.620277777777776
831,2020-12-19 07:27:50+00:00,51.511445,-0.07608,3 days 00:40:32,0.09855453350854139,0.42857142857142855,72.67555555555556
833,2020-12-22 08:08:22+00:00,51.521567,-0.097334,5 days 00:55:40,0.164257555847569,0.7142857142857143,120.92777777777778
835,2020-12-27 09:04:02+00:00,51.514501,-0.089716,0 days 03:44:21,0.0,0.0,3.7391666666666667
836,2020-12-27 12:48:23+00:00,51.511053,-0.075722,2 days 22:47:45,0.0657030223390276,0.2857142857142857,70.79583333333333
837,2020-12-30 11:36:08+00:00,51.513171,-0.077694,0 days 14:49:54,0.0,0.0,14.831666666666667
838,2020-12-31 02:26:02+00:00,51.509532,-0.088843,0 days 09:50:20,0.0,0.0,9.838888888888889
839,2020-12-31 12:16:22+00:00,51.513171,-0.077694,0 days 00:08:04,0.0,0.0,0.13444444444444445
840,2020-12-31 12:24:26+00:00,51.509532,-0.088843,0 days 00:24:51,0.0,0.0,0.4141666666666667
841,2020-12-31 12:49:17+00:00,51.513171,-0.077694,0 days 12:52:11,0.0,0.0,12.869722222222222
842,2021-01-01 01:41:28+00:00,51.51768,-0.078484,0 days 05:13:27,0.0,0.0,5.224166666666667
843,2021-01-01 06:54:55+00:00,51.510868,-0.0969,0 days 05:20:33,0.0,0.0,5.3425
844,2021-01-01 12:15:28+00:00,51.513928,-0.108231,1 days 15:15:05,0.0328515111695138,0.14285714285714285,39.25138888888889
845,2021-01-03 03:30:33+00:00,51.514151,-0.074958,6 days 01:24:42,0.19710906701708278,0.8571428571428571,145.41166666666666
847,2021-01-09 04:55:15+00:00,51.51768,-0.078484,0 days 07:16:13,0.0,0.0,7.270277777777777
849,2021-01-09 12:11:28+00:00,51.51768,-0.078484,0 days 13:07:41,0.0,0.0,13.128055555555555
850,2021-01-10 01:19:09+00:00,51.51768,-0.078484,0 days 02:20:35,0.0,0.0,2.3430555555555554
851,2021-01-10 03:39:44+00:00,51.511749,-0.108018,0 days 07:29:05,0.0,0.0,7.4847222222222225
852,2021-01-10 11:08:49+00:00,51.516508,-0.079398,0 days 20:32:02,0.0,0.0,20.53388888888889
853,2021-01-11 07:40:51+00:00,51.517032,-0.089451,0 days 00:41:11,0.0,0.0,0.6863888888888889
854,2021-01-11 08:22:02+00:00,51.517149,-0.08776,4 days 23:19:23,0.1314060446780552,0.5714285714285714,119.32305555555556
857,2021-01-16 07:41:25+00:00,51.510004,-0.07323,0 days 18:38:50,0.0,0.0,18.647222222222222
858,2021-01-17 02:20:15+00:00,51.516814,-0.08162,0 days 06:28:03,0.0,0.0,6.4675
860,2021-01-17 08:48:18+00:00,51.516814,-0.08162,8 days 21:32:44,0.2628120893561104,1.1428571428571428,213.54555555555555
864,2021-01-26 06:21:02+00:00,51.527648,-0.118676,1 days 02:09:37,0.0328515111695138,0.14285714285714285,26.16027777777778
866,2021-01-27 08:30:39+00:00,51.509344,-0.080665,0 days 00:12:11,0.0,0.0,0.20305555555555554
867,2021-01-27 08:42:50+00:00,51.509344,-0.080665,0 days 21:26:03,0.0,0.0,21.434166666666666
868,2021-01-28 06:08:53+00:00,51.510315,-0.053373,0 days 00:10:21,0.0,0.0,0.1725
869,2021-01-28 06:19:14+00:00,51.510315,-0.053373,1 days 19:22:06,0.0328515111695138,0.14285714285714285,43.36833333333333
872,2021-01-30 01:41:20+00:00,51.516814,-0.08162,3 days 06:07:21,0.09855453350854139,0.42857142857142855,78.1225
874,2021-02-02 07:48:41+00:00,51.510182,-0.092865,0 days 00:46:45,0.0,0.0,0.7791666666666667
875,2021-02-02 08:35:26+00:00,51.51121,-0.094206,1 days 21:12:17,0.0328515111695138,0.14285714285714285,45.20472222222222
876,2021-02-04 05:47:43+00:00,51.510182,-0.092865,0 days 22:33:23,0.0,0.0,22.55638888888889
879,2021-02-05 04:21:06+00:00,51.518511,-0.08531,0 days 05:02:42,0.0,0.0,5.045
880,2021-02-05 09:23:48+00:00,51.509532,-0.088843,3 days 01:39:26,0.09855453350854139,0.42857142857142855,73.65722222222222
882,2021-02-08 11:03:14+00:00,51.520699,-0.097601,8 days 19:17:03,0.2628120893561104,1.1428571428571428,211.28416666666666
884,2021-02-17 06:20:17+00:00,51.510868,-0.0969,0 days 22:45:55,0.0,0.0,22.76527777777778
886,2021-02-18 05:06:12+00:00,51.506255,-0.074901,0 days 03:03:18,0.0,0.0,3.055
887,2021-02-18 08:09:30+00:00,51.516078,-0.08498,0 days 00:13:03,0.0,0.0,0.2175
888,2021-02-18 08:22:33+00:00,51.516078,-0.08498,0 days 00:35:03,0.0,0.0,0.5841666666666666
889,2021-02-18 08:57:36+00:00,51.516078,-0.08498,0 days 00:35:25,0.0,0.0,0.5902777777777778
890,2021-02-18 09:33:01+00:00,51.516078,-0.08498,0 days 00:06:02,0.0,0.0,0.10055555555555555
891,2021-02-18 09:39:03+00:00,51.516078,-0.08498,0 days 03:03:56,0.0,0.0,3.0655555555555556
892,2021-02-18 12:42:59+00:00,51.510671,-0.084284,0 days 19:47:48,0.0,0.0,19.796666666666667
893,2021-02-19 08:30:47+00:00,51.517032,-0.089451,0 days 01:54:20,0.0,0.0,1.9055555555555554
894,2021-02-19 10:25:07+00:00,51.517032,-0.089451,1 days 19:01:56,0.0328515111695138,0.14285714285714285,43.032222222222224
895,2021-02-21 05:27:03+00:00,51.516814,-0.08162,1 days 01:22:33,0.0328515111695138,0.14285714285714285,25.375833333333333
896,2021-02-22 06:49:36+00:00,51.51862,-0.094747,0 days 00:03:14,0.0,0.0,0.05388888888888889
897,2021-02-22 06:52:50+00:00,51.51862,-0.094747,0 days 20:54:04,0.0,0.0,20.90111111111111
898,2021-02-23 03:46:54+00:00,51.517032,-0.089451,0 days 01:49:07,0.0,0.0,1.8186111111111112
899,2021-02-23 05:36:01+00:00,51.516814,-0.08162,0 days 04:52:58,0.0,0.0,4.882777777777778
900,2021-02-23 10:28:59+00:00,51.510786,-0.068816,2 days 15:55:54,0.0657030223390276,0.2857142857142857,63.931666666666665
902,2021-02-26 02:24:53+00:00,51.509848,-0.104494,0 days 00:39:16,0.0,0.0,0.6544444444444445
903,2021-02-26 03:04:09+00:00,51.522734,-0.102748,0 days 05:18:24,0.0,0.0,5.306666666666667
904,2021-02-26 08:22:33+00:00,51.509848,-0.104494,0 days 21:52:35,0.0,0.0,21.87638888888889
905,2021-02-27 06:15:08+00:00,51.506255,-0.074901,0 days 00:52:04,0.0,0.0,0.8677777777777778
906,2021-02-27 07:07:12+00:00,51.508066,-0.08778,0 days 19:07:57,0.0,0.0,19.1325
907,2021-02-28 02:15:09+00:00,51.525655,-0.090517,0 days 01:27:43,0.0,0.0,1.4619444444444445
908,2021-02-28 03:42:52+00:00,51.511224,-0.074115,0 days 23:28:53,0.0,0.0,23.48138888888889
911,2021-03-01 03:11:45+00:00,51.525655,-0.090517,0 days 23:45:50,0.0,0.0,23.76388888888889
913,2021-03-02 02:57:35+00:00,51.512882,-0.084768,0 days 06:06:04,0.0,0.0,6.101111111111111
914,2021-03-02 09:03:39+00:00,51.513627,-0.076435,1 days 21:54:25,0.0328515111695138,0.14285714285714285,45.90694444444444
916,2021-03-04 06:58:04+00:00,51.512462,-0.076095,0 days 00:08:38,0.0,0.0,0.1438888888888889
917,2021-03-04 07:06:42+00:00,51.512462,-0.076095,0 days 00:52:49,0.0,0.0,0.8802777777777778
918,2021-03-04 07:59:31+00:00,51.513051,-0.104001,0 days 00:49:40,0.0,0.0,0.8277777777777777
919,2021-03-04 08:49:11+00:00,51.512462,-0.076095,0 days 03:36:04,0.0,0.0,3.601111111111111
920,2021-03-04 12:25:15+00:00,51.517938,-0.098148,0 days 16:03:31,0.0,0.0,16.058611111111112
921,2021-03-05 04:28:46+00:00,51.514409,-0.079674,0 days 05:19:45,0.0,0.0,5.329166666666667
923,2021-03-05 09:48:31+00:00,51.517032,-0.089451,0 days 16:24:02,0.0,0.0,16.400555555555556
924,2021-03-06 02:12:33+00:00,51.514457,-0.073849,0 days 10:03:47,0.0,0.0,10.063055555555556
925,2021-03-06 12:16:20+00:00,51.516814,-0.08162,1 days 16:30:17,0.0328515111695138,0.14285714285714285,40.50472222222222
926,2021-03-08 04:46:37+00:00,51.517032,-0.089451,0 days 02:26:49,0.0,0.0,2.4469444444444446
927,2021-03-08 07:13:26+00:00,51.517032,-0.089451,0 days 02:59:00,0.0,0.0,2.9833333333333334
928,2021-03-08 10:12:26+00:00,51.507808,-0.07913,0 days 00:06:59,0.0,0.0,0.11638888888888889
929,2021-03-08 10:19:25+00:00,51.507808,-0.07913,0 days 00:11:49,0.0,0.0,0.19694444444444445
930,2021-03-08 10:31:14+00:00,51.507808,-0.07913,1 days 21:18:35,0.0328515111695138,0.14285714285714285,45.30972222222222
933,2021-03-10 07:49:49+00:00,51.510014,-0.081516,0 days 00:09:56,0.0,0.0,0.16555555555555557
934,2021-03-10 07:59:45+00:00,51.510014,-0.081516,0 days 04:15:55,0.0,0.0,4.2652777777777775
935,2021-03-10 12:15:40+00:00,51.515037,-0.102794,1 days 16:39:52,0.0328515111695138,0.14285714285714285,40.66444444444444
938,2021-03-12 04:55:32+00:00,51.510671,-0.084284,0 days 07:39:34,0.0,0.0,7.6594444444444445
940,2021-03-12 12:35:06+00:00,51.513885,-0.102741,0 days 13:33:19,0.0,0.0,13.555277777777778
941,2021-03-13 02:08:25+00:00,51.511053,-0.075722,0 days 10:13:56,0.0,0.0,10.232222222222223
943,2021-03-13 12:22:21+00:00,51.51992,-0.056696,2 days 00:14:57,0.0657030223390276,0.2857142857142857,48.24916666666667
944,2021-03-15 12:37:18+00:00,51.518262,-0.088203,0 days 19:49:10,0.0,0.0,19.819444444444443
945,2021-03-16 08:26:28+00:00,51.516966,-0.1059,0 days 20:47:38,0.0,0.0,20.79388888888889
946,2021-03-17 05:14:06+00:00,51.516191,-0.086416,0 days 21:39:16,0.0,0.0,21.654444444444444
947,2021-03-18 02:53:22+00:00,51.508066,-0.08778,0 days 08:29:57,0.0,0.0,8.499166666666667
948,2021-03-18 11:23:19+00:00,51.5151,-0.085669,0 days 14:44:01,0.0,0.0,14.733611111111111
949,2021-03-19 02:07:20+00:00,51.52181,-0.097929,0 days 23:34:18,0.0,0.0,23.571666666666665
951,2021-03-20 01:41:38+00:00,51.510182,-0.092865,0 days 00:36:43,0.0,0.0,0.6119444444444444
952,2021-03-20 02:18:21+00:00,51.510182,-0.092865,1 days 00:19:01,0.0328515111695138,0.14285714285714285,24.316944444444445
953,2021-03-21 02:37:22+00:00,51.506255,-0.074901,0 days 00:08:34,0.0,0.0,0.14277777777777778
954,2021-03-21 02:45:56+00:00,51.506255,-0.074901,0 days 03:56:52,0.0,0.0,3.9477777777777776
956,2021-03-21 06:42:48+00:00,51.509876,-0.086278,0 days 19:06:02,0.0,0.0,19.100555555555555
957,2021-03-22 01:48:50+00:00,51.518262,-0.088203,0 days 00:23:48,0.0,0.0,0.39666666666666667
958,2021-03-22 02:12:38+00:00,51.506255,-0.074901,0 days 06:34:23,0.0,0.0,6.573055555555555
959,2021-03-22 08:47:01+00:00,51.512791,-0.101274,0 days 00:07:50,0.0,0.0,0.13055555555555556
960,2021-03-22 08:54:51+00:00,51.512791,-0.101274,0 days 20:59:49,0.0,0.0,20.996944444444445
961,2021-03-23 05:54:40+00:00,51.509848,-0.104494,1 days 00:27:40,0.0328515111695138,0.14285714285714285,24.461111111111112
962,2021-03-24 06:22:20+00:00,51.517032,-0.089451,0 days 00:55:03,0.0,0.0,0.9175
963,2021-03-24 07:17:23+00:00,51.517032,-0.089451,0 days 00:41:57,0.0,0.0,0.6991666666666667
964,2021-03-24 07:59:20+00:00,51.515606,-0.094094,0 days 00:16:54,0.0,0.0,0.2816666666666667
965,2021-03-24 08:16:14+00:00,51.505458,-0.114389,1 days 21:00:04,0.0328515111695138,0.14285714285714285,45.00111111111111
969,2021-03-26 05:16:18+00:00,51.511828,-0.080244,0 days 02:50:02,0.0,0.0,2.8338888888888887
970,2021-03-26 08:06:20+00:00,51.516814,-0.08162,0 days 18:09:58,0.0,0.0,18.16611111111111
971,2021-03-27 02:16:18+00:00,51.515739,-0.100632,0 days 03:10:33,0.0,0.0,3.1758333333333333
972,2021-03-27 05:26:51+00:00,51.50932,-0.084701,0 days 03:37:04,0.0,0.0,3.617777777777778
973,2021-03-27 09:03:55+00:00,51.513569,-0.086051,0 days 16:47:41,0.0,0.0,16.794722222222223
974,2021-03-28 01:51:36+00:00,51.511053,-0.075722,0 days 00:01:24,0.0,0.0,0.023333333333333334
975,2021-03-28 01:53:00+00:00,51.525655,-0.090517,0 days 01:02:13,0.0,0.0,1.0369444444444444
976,2021-03-28 02:55:13+00:00,51.506255,-0.074901,0 days 04:27:15,0.0,0.0,4.454166666666667
977,2021-03-28 07:22:28+00:00,51.51768,-0.078484,0 days 00:20:49,0.0,0.0,0.34694444444444444
978,2021-03-28 07:43:17+00:00,51.514933,-0.074896,0 days 18:31:42,0.0,0.0,18.528333333333332
979,2021-03-29 02:14:59+00:00,51.506255,-0.074901,1 days 03:42:22,0.0328515111695138,0.14285714285714285,27.70611111111111
984,2021-03-30 05:57:21+00:00,51.509614,-0.079011,0 days 04:00:55,0.0,0.0,4.0152777777777775
986,2021-03-30 09:58:16+00:00,51.514921,-0.103419,0 days 01:37:15,0.0,0.0,1.6208333333333333
987,2021-03-30 11:35:31+00:00,51.516165,-0.102502,0 days 19:03:05,0.0,0.0,19.051388888888887
989,2021-03-31 06:38:36+00:00,51.50932,-0.084701,0 days 00:32:53,0.0,0.0,0.5480555555555555
990,2021-03-31 07:11:29+00:00,51.516351,-0.082965,0 days 04:02:30,0.0,0.0,4.041666666666667
991,2021-03-31 11:13:59+00:00,51.513377,-0.096363,0 days 00:28:29,0.0,0.0,0.4747222222222222
992,2021-03-31 11:42:28+00:00,51.510148,-0.077029,5 days 15:34:06,0.164257555847569,0.7142857142857143,135.56833333333333
997,2021-04-06 03:16:34+00:00,51.518226,-0.111497,0 days 05:25:36,0.0,0.0,5.426666666666667
998,2021-04-06 08:42:10+00:00,51.517032,-0.089451,0 days 17:20:01,0.0,0.0,17.33361111111111
1000,2021-04-07 02:02:11+00:00,51.513377,-0.096363,0 days 04:27:35,0.0,0.0,4.459722222222222
1001,2021-04-07 06:29:46+00:00,51.516078,-0.08498,0 days 02:17:54,0.0,0.0,2.2983333333333333
1002,2021-04-07 08:47:40+00:00,51.50932,-0.084701,0 days 15:51:28,0.0,0.0,15.857777777777779
1004,2021-04-08 00:39:08+00:00,51.506255,-0.074901,0 days 00:05:54,0.0,0.0,0.09833333333333333
1005,2021-04-08 00:45:02+00:00,51.506255,-0.074901,0 days 00:24:35,0.0,0.0,0.4097222222222222
1006,2021-04-08 01:09:37+00:00,51.506255,-0.074901,0 days 01:54:06,0.0,0.0,1.9016666666666666
1007,2021-04-08 03:03:43+00:00,51.506255,-0.074901,0 days 00:12:47,0.0,0.0,0.21305555555555555
1008,2021-04-08 03:16:30+00:00,51.506255,-0.074901,0 days 00:46:17,0.0,0.0,0.7713888888888889
1009,2021-04-08 04:02:47+00:00,51.516078,-0.08498,0 days 20:00:00,0.0,0.0,20.0
1011,2021-04-09 00:02:47+00:00,51.516047,-0.075411,0 days 01:01:57,0.0,0.0,1.0325
1012,2021-04-09 01:04:44+00:00,51.51768,-0.078484,0 days 08:49:12,0.0,0.0,8.82
1014,2021-04-09 09:53:56+00:00,51.518864,-0.097562,1 days 22:16:01,0.0328515111695138,0.14285714285714285,46.26694444444445
1015,2021-04-11 08:09:57+00:00,51.513171,-0.077694,0 days 16:11:10,0.0,0.0,16.18611111111111
1016,2021-04-12 00:21:07+00:00,51.507808,-0.07913,1 days 00:13:59,0.0328515111695138,0.14285714285714285,24.233055555555556
1017,2021-04-13 00:35:06+00:00,51.512462,-0.076095,0 days 01:26:19,0.0,0.0,1.438611111111111
1018,2021-04-13 02:01:25+00:00,51.516922,-0.092093,0 days 07:12:10,0.0,0.0,7.2027777777777775
1019,2021-04-13 09:13:35+00:00,51.512856,-0.073254,0 days 01:03:07,0.0,0.0,1.0519444444444443
1020,2021-04-13 10:16:42+00:00,51.523977,-0.075841,0 days 01:15:13,0.0,0.0,1.253611111111111
1021,2021-04-13 11:31:55+00:00,51.516814,-0.08162,0 days 00:16:08,0.0,0.0,0.2688888888888889
1022,2021-04-13 11:48:03+00:00,51.516814,-0.08162,0 days 13:13:26,0.0,0.0,13.223888888888888
1023,2021-04-14 01:01:29+00:00,51.515546,-0.070056,0 days 06:13:40,0.0,0.0,6.227777777777778
1024,2021-04-14 07:15:09+00:00,51.511625,-0.081549,0 days 19:29:00,0.0,0.0,19.483333333333334
1025,2021-04-15 02:44:09+00:00,51.517032,-0.092723,0 days 04:27:57,0.0,0.0,4.465833333333333
1026,2021-04-15 07:12:06+00:00,51.504245,-0.07624,0 days 20:30:32,0.0,0.0,20.50888888888889
1027,2021-04-16 03:42:38+00:00,51.513952,-0.085833,1 days 04:34:23,0.0328515111695138,0.14285714285714285,28.573055555555555
1030,2021-04-17 08:17:01+00:00,51.503468,-0.095292,0 days 03:06:03,0.0,0.0,3.1008333333333336
1031,2021-04-17 11:23:04+00:00,51.518864,-0.097562,0 days 00:31:17,0.0,0.0,0.5213888888888889
1033,2021-04-17 11:54:21+00:00,51.516814,-0.08162,0 days 13:40:45,0.0,0.0,13.679166666666667
1034,2021-04-18 01:35:06+00:00,51.511053,-0.075722,0 days 01:35:25,0.0,0.0,1.5902777777777777
1035,2021-04-18 03:10:31+00:00,51.523637,-0.076532,0 days 08:43:36,0.0,0.0,8.726666666666667
1036,2021-04-18 11:54:07+00:00,51.512206,-0.073152,1 days 17:25:29,0.0328515111695138,0.14285714285714285,41.42472222222222
1037,2021-04-20 05:19:36+00:00,51.512856,-0.073254,0 days 00:15:28,0.0,0.0,0.2577777777777778
1038,2021-04-20 05:35:04+00:00,51.51265,-0.101452,0 days 01:29:18,0.0,0.0,1.4883333333333333
1039,2021-04-20 07:04:22+00:00,51.51265,-0.101452,0 days 00:22:22,0.0,0.0,0.37277777777777776
1040,2021-04-20 07:26:44+00:00,51.503468,-0.095292,0 days 20:53:24,0.0,0.0,20.89
1041,2021-04-21 04:20:08+00:00,51.514203,-0.094628,0 days 03:50:48,0.0,0.0,3.8466666666666667
1042,2021-04-21 08:10:56+00:00,51.511749,-0.108018,0 days 19:50:37,0.0,0.0,19.843611111111112
1043,2021-04-22 04:01:33+00:00,51.514151,-0.074958,0 days 00:09:59,0.0,0.0,0.1663888888888889
1044,2021-04-22 04:11:32+00:00,51.510795,-0.077578,0 days 00:12:46,0.0,0.0,0.2127777777777778
1045,2021-04-22 04:24:18+00:00,51.510795,-0.077578,0 days 00:18:41,0.0,0.0,0.3113888888888889
1046,2021-04-22 04:42:59+00:00,51.50995,-0.078665,0 days 03:47:12,0.0,0.0,3.7866666666666666
1047,2021-04-22 08:30:11+00:00,51.514151,-0.074958,0 days 15:40:48,0.0,0.0,15.68
1048,2021-04-23 00:10:59+00:00,51.519635,-0.097962,1 days 04:01:56,0.0328515111695138,0.14285714285714285,28.032222222222224
1050,2021-04-24 04:12:55+00:00,51.518098,-0.116966,0 days 00:08:40,0.0,0.0,0.14444444444444443
1051,2021-04-24 04:21:35+00:00,51.518098,-0.116966,1 days 00:00:22,0.0328515111695138,0.14285714285714285,24.00611111111111
1052,2021-04-25 04:21:57+00:00,51.514203,-0.094628,0 days 00:10:03,0.0,0.0,0.1675
1053,2021-04-25 04:32:00+00:00,51.514203,-0.094628,1 days 23:22:10,0.0328515111695138,0.14285714285714285,47.36944444444445
1054,2021-04-27 03:54:10+00:00,51.508066,-0.08778,0 days 00:02:54,0.0,0.0,0.04833333333333333
1055,2021-04-27 03:57:04+00:00,51.508066,-0.08778,0 days 00:08:40,0.0,0.0,0.14444444444444443
1056,2021-04-27 04:05:44+00:00,51.508066,-0.08778,0 days 00:03:55,0.0,0.0,0.06527777777777778
1057,2021-04-27 04:09:39+00:00,51.508066,-0.08778,0 days 00:02:26,0.0,0.0,0.04055555555555555
1058,2021-04-27 04:12:05+00:00,51.508066,-0.08778,0 days 00:58:16,0.0,0.0,0.9711111111111111
1059,2021-04-27 05:10:21+00:00,51.514203,-0.094628,1 days 03:32:32,0.0328515111695138,0.14285714285714285,27.54222222222222
1060,2021-04-28 08:42:53+00:00,51.509757,-0.083386,1 days 17:38:12,0.0328515111695138,0.14285714285714285,41.63666666666666
1061,2021-04-30 02:21:05+00:00,51.537541,-0.061815,0 days 06:47:13,0.0,0.0,6.786944444444444
1062,2021-04-30 09:08:18+00:00,51.517032,-0.089451,0 days 19:44:00,0.0,0.0,19.733333333333334
1063,2021-05-01 04:52:18+00:00,51.514158,-0.100179,0 days 01:14:21,0.0,0.0,1.2391666666666667
1064,2021-05-01 06:06:39+00:00,51.512462,-0.076095,3 days 23:48:49,0.09855453350854139,0.42857142857142855,95.81361111111111
1066,2021-05-05 05:55:28+00:00,51.510961,-0.10269,0 days 18:40:07,0.0,0.0,18.66861111111111
1068,2021-05-06 00:35:35+00:00,51.509757,-0.083386,0 days 00:15:35,0.0,0.0,0.25972222222222224
1069,2021-05-06 00:51:10+00:00,51.511053,-0.075722,2 days 23:56:59,0.0657030223390276,0.2857142857142857,71.94972222222222
1070,2021-05-09 00:48:09+00:00,51.51265,-0.101452,0 days 00:07:01,0.0,0.0,0.11694444444444445
1071,2021-05-09 00:55:10+00:00,51.51265,-0.101452,2 days 05:35:36,0.0657030223390276,0.2857142857142857,53.593333333333334
1075,2021-05-11 06:30:46+00:00,51.519946,-0.108356,1 days 21:45:53,0.0328515111695138,0.14285714285714285,45.764722222222225
1078,2021-05-13 04:16:39+00:00,51.518864,-0.097562,0 days 22:12:06,0.0,0.0,22.201666666666668
1079,2021-05-14 02:28:45+00:00,51.517149,-0.08776,0 days 00:39:22,0.0,0.0,0.6561111111111111
1080,2021-05-14 03:08:07+00:00,51.516814,-0.08162,0 days 03:44:48,0.0,0.0,3.7466666666666666
1081,2021-05-14 06:52:55+00:00,51.509848,-0.104494,0 days 02:21:07,0.0,0.0,2.3519444444444444
1082,2021-05-14 09:14:02+00:00,51.508066,-0.08778,0 days 16:00:41,0.0,0.0,16.011388888888888
1083,2021-05-15 01:14:43+00:00,51.512856,-0.073254,1 days 00:24:17,0.0328515111695138,0.14285714285714285,24.404722222222222
1084,2021-05-16 01:39:00+00:00,51.51539,-0.070437,0 days 01:00:23,0.0,0.0,1.006388888888889
1085,2021-05-16 02:39:23+00:00,51.507808,-0.07913,0 days 04:40:17,0.0,0.0,4.671388888888889
1086,2021-05-16 07:19:40+00:00,51.514457,-0.073849,0 days 00:00:20,0.0,0.0,0.005555555555555556
1087,2021-05-16 07:20:00+00:00,51.514457,-0.073849,0 days 00:53:15,0.0,0.0,0.8875
1088,2021-05-16 08:13:15+00:00,51.516814,-0.08162,0 days 00:19:45,0.0,0.0,0.32916666666666666
1089,2021-05-16 08:33:00+00:00,51.516814,-0.08162,0 days 16:59:00,0.0,0.0,16.983333333333334
1090,2021-05-17 01:32:00+00:00,51.522862,-0.115198,0 days 05:35:11,0.0,0.0,5.586388888888889
1092,2021-05-17 07:07:11+00:00,51.509532,-0.088843,0 days 21:20:29,0.0,0.0,21.34138888888889
1093,2021-05-18 04:27:40+00:00,51.503196,-0.127032,0 days 00:01:55,0.0,0.0,0.03194444444444444
1094,2021-05-18 04:29:35+00:00,51.514276,-0.087549,0 days 00:45:10,0.0,0.0,0.7527777777777778
1095,2021-05-18 05:14:45+00:00,51.506255,-0.074901,0 days 00:42:42,0.0,0.0,0.7116666666666667
1096,2021-05-18 05:57:27+00:00,51.508066,-0.08778,0 days 00:05:13,0.0,0.0,0.08694444444444445
1097,2021-05-18 06:02:40+00:00,51.506255,-0.074901,0 days 05:22:30,0.0,0.0,5.375
